Price	Close	Close	Close	High	High	High	Low	Low	Low	Open	Open	Open	Volume	Volume	Volume
Ticker	AM.PA	SAP.DE	SIE.DE	AM.PA	SAP.DE	SIE.DE	AM.PA	SAP.DE	SIE.DE	AM.PA	SAP.DE	SIE.DE	AM.PA	SAP.DE	SIE.DE
Date															
02-08-23	171.3077545	119.7881699	140.4419861	173.6331932	121.2953095	141.1450418	170.6295028	119.6120105	138.7318251	170.6295028	120.3949352	140.3089599	49135	1516669	1703933
03-08-23	170.14505	118.3005981	138.9598389	171.21087	120.1013392	140.7840057	166.9475605	118.1048688	138.3137861	170.7264024	119.3575543	138.7318271	49690	1247001	1060970
04-08-23	172.9549408	118.9660873	141.4110718	173.4394084	119.2792587	141.5060864	170.6295021	117.4785252	138.6748286	170.6295021	118.6137686	139.8149312	54825	1182959	990973
07-08-23	174.3114624	120.1992111	140.9740295	174.602146	120.8451313	141.3540589	172.2767071	118.7116489	139.1878599	172.3735917	118.7116489	139.5298921	48048	1072537	699428
08-08-23	174.4083557	119.5728607	138.408783	174.9897228	120.7668289	140.4229789	173.2456363	118.7899285	137.9147477	174.3114563	120.1796335	139.9099234	41625	1329467	1157200
09-08-23	174.6990356	120.5906677	139.1688538	175.5710715	121.5106119	141.2400527	173.9238845	119.827313	138.6938099	175.2803879	120.2187716	140.0429328	24437	1351673	912151
10-08-23	174.7959137	123.017746	132.4992523	176.5400001	123.8202481	136.0145743	173.4394103	121.1582951	128.9459187	175.3772808	121.3735944	133.202308	41915	1705300	4133360
11-08-23	166.0755005	122.5284119	130.5610657	174.795918	122.9198779	132.0622062	165.7848317	121.8237819	130.3900568	172.6642633	122.6067066	131.8151885	95221	1579908	1650124
14-08-23	166.8506622	124.4270248	131.7961731	168.5947488	124.5248895	132.3472257	165.8817269	122.6850085	130.4470502	166.075511	122.8415905	130.6370649	49490	1752236	1189013
15-08-23	165.8817139	123.4875107	130.789093	167.2382321	124.5248895	133.0502922	165.3972462	122.9198852	130.4090492	166.8506491	124.3291602	131.1121194	41727	1730154	1122321
16-08-23	165.300354	124.4074554	131.22612	167.4320085	124.6031848	131.22612	164.912771	123.2917819	129.9150087	165.7848216	123.4875112	130.2570409	46845	1847879	848423
17-08-23	163.2655945	121.2561646	129.0409393	165.7848321	123.8789777	130.941115	163.2655945	121.2365871	128.8509102	165.1065656	123.3113523	130.5610712	49918	2270763	1082088
18-08-23	165.1065674	121.5301895	127.6917953	165.6879345	121.6867715	128.2808596	162.878028	120.0817672	126.8367221	163.2655962	121.3540301	127.7868099	50331	2249024	1488881
21-08-23	167.4320221	122.313118	128.1858521	168.5947415	123.5462261	128.7369047	164.9127844	121.2561618	127.7868169	164.9127844	121.4910384	127.7868169	57219	1765635	989605
22-08-23	168.8854218	124.8772125	130.0670013	169.6605729	125.6992921	130.3710364	167.4320188	122.7241601	128.8698961	167.4320188	122.9981841	129.2119282	43627	2158827	1097317
23-08-23	171.1139679	126.1298981	130.1620331	171.7922196	126.1886154	130.998115	170.0481332	124.622751	129.5729833	170.0481332	125.2491012	130.8651033	39450	1778313	942142
24-08-23	169.9512482	123.330925	128.8319092	173.3425218	127.2064238	132.2902281	169.9512482	123.0960483	128.8319092	171.7922341	126.2473397	131.8721872	46976	2507936	1089743
25-08-23	169.9512482	123.4679337	129.59198	172.1798023	124.5248824	131.1121264	168.9823129	122.9786029	128.3948745	169.56368	123.5070735	128.4328716	51148	1962694	1010282
28-08-23	173.633194	125.1316605	131.1121216	173.633194	125.4644018	131.6251626	171.2108558	123.8593975	129.7820044	171.6953235	124.8772064	131.1311274	34043	1979610	858925
29-08-23	172.2766876	126.0516052	133.0883026	174.7959104	126.3256293	133.2593115	171.79222	124.5444656	131.1121182	173.3425075	125.1120836	131.549165	60266	1439200	1235851
30-08-23	173.7300873	126.090744	131.3971405	174.408339	126.227756	133.4873307	171.3077492	124.7010465	131.3401376	172.2766845	125.6992854	133.0122868	41694	1071581	1257023
31-08-23	175.9586487	126.0711823	131.9481964	175.9586487	127.4608798	132.974293	172.5673753	125.6797087	131.264132	173.245627	126.4822183	131.6631672	326039	2624659	1660331
01-09-23	175.3772736	125.4644012	130.6370697	177.7996116	126.9128161	132.5372453	174.892806	125.2099546	130.6370697	175.8617412	126.2669108	131.9671868	32999	1167492	1276350
04-09-23	174.4083557	125.2686691	131.2451324	177.1213775	125.8362946	133.1643139	174.4083557	124.6423264	130.9221061	175.7648592	125.444821	131.9291968	25695	1007925	678173
05-09-23	175.1835022	125.5231247	131.0741119	176.055538	126.129905	131.6821675	173.4394157	124.3683112	129.933995	173.9238834	124.6814826	130.3140388	28666	1243918	909669
06-09-23	174.4083557	126.2081985	130.4090424	175.9586581	126.4430678	131.2641301	174.2145716	125.1120875	129.6299779	175.1835069	125.7971476	130.8270833	60930	1221614	1001929
07-09-23	174.6021271	127.4804382	129.6489868	175.3772782	127.695745	131.2261215	173.3425083	125.738422	129.1359313	173.9238754	125.9733061	129.3829489	48490	1823504	1216437
08-09-23	175.9586487	128.674408	130.2760315	176.1524328	128.8897147	130.6940724	173.6331952	127.3434277	127.6347886	174.892814	128.0676426	130.5990724	27378	1901315	1465265
11-09-23	176.1524353	126.1494598	130.1430206	179.0592411	128.4003842	130.4280499	175.4741836	125.7384238	128.4138684	176.1524353	128.2437948	128.9079036	34718	2018050	1203026
12-09-23	175.1835022	123.8985443	129.1359253	177.0244733	125.0729426	130.6940686	174.6990346	122.176098	129.0599165	176.7337898	125.0729426	130.6180599	22325	2242265	986014
13-09-23	175.3772736	123.8398285	127.4447784	175.8617412	123.9964105	128.7178926	172.8580361	122.8024497	127.1027463	175.3772736	123.1156211	128.2428487	44769	1297295	1260274
14-09-23	174.4083557	124.6814728	129.5729828	175.7648592	124.9750667	129.915015	173.8269886	123.0960385	127.482778	175.7648592	124.0942774	127.786813	51710	2121969	1573747
15-09-23	174.7959137	124.5053177	131.2071228	175.7648489	126.4822181	132.9932779	174.3114461	123.8006802	131.131114	175.4741802	125.5035566	131.6631609	105394	6523152	5325642
18-09-23	177.7996368	123.9768448	130.3330231	177.8965363	124.4857455	131.5871458	174.6021472	123.21349	130.0290025	174.7959313	123.8985501	130.9220873	34779	977043	806069
19-09-23	176.6369019	123.1351852	127.8248062	178.1871894	123.6636633	129.9910197	176.3462183	122.5479899	127.4637827	177.2182541	123.467934	129.9340023	24862	1028401	908349
20-09-23	175.3772736	122.7828674	129.401947	177.6058275	124.3291544	130.0860114	174.9897054	122.0195127	127.6727949	177.4120434	123.7811063	127.6727949	27640	1301634	936370
21-09-23	174.505249	121.3931732	127.0077286	175.0866013	122.8415881	128.6798924	173.7300978	121.1974364	126.6847022	174.4083496	122.019516	127.9578164	41359	2594968	1457225
22-09-23	172.6642761	122.3914032	126.5896988	173.8269956	122.3914032	127.6727983	171.4046572	119.7685901	126.0006345	173.7301109	120.2774983	126.3616725	44187	2257078	1440069
25-09-23	170.823288	121.7650604	125.8676224	174.4083454	122.6262873	127.2547569	170.1450362	120.6493869	124.7085141	172.4704749	122.2348212	126.3616721	40143	1963796	1186673
26-09-23	173.4394226	118.3984756	123.4354019	174.602142	120.7276874	125.2785745	169.9512495	117.9091449	123.378399	170.4357172	120.0817672	124.613516	49555	2614966	1255382
27-09-23	174.7959137	118.672493	127.5017853	174.7959137	119.7098718	128.5658935	172.7611585	118.2223096	123.1883929	173.9238779	118.6333456	123.3404104	53449	1871640	2046396
28-09-23	174.3114624	118.8878021	128.8128967	175.1835131	119.5141449	128.8128967	172.8580594	117.6938339	126.4566832	174.989729	118.5746307	127.8247974	45608	1440517	1225583
29-09-23	172.8580475	120.1992111	128.888916	174.8928175	121.4910441	130.8460946	172.8580475	119.1031075	128.888916	174.4083498	119.1618323	129.2499395	65923	1826653	1569182
02-10-23	170.6295013	120.2383575	127.7297974	174.6990264	121.1974417	130.1050167	170.4357025	119.5924373	127.0077214	173.1487241	120.4732342	129.6869758	47055	1546211	1035118
03-10-23	171.0170898	119.6903	126.4566879	172.0829246	121.0799975	128.0148313	170.0481545	119.2205392	126.3426675	170.4357227	119.9447466	126.7987201	45525	1213513	1119396
04-10-23	166.7537689	119.396698	126.8747177	171.4046465	120.4928015	128.0718376	166.7537689	118.6920606	125.2215742	170.3388265	119.0639567	125.7916182	44950	1502474	1209107
05-10-23	168.7885132	119.5337143	125.6585999	169.8543478	120.2383518	126.6466992	166.172391	119.1422482	125.0505443	167.2382257	119.612009	125.8866261	41078	1138484	1130369
06-10-23	168.0133667	120.9234161	127.9388199	170.0481366	120.9234161	127.9578112	166.2692951	118.8682284	125.8866269	169.3698849	119.6511606	125.8866269	53686	1559814	0
09-10-23	175.3772736	119.6315842	126.0956573	176.5399929	120.5710983	127.4067832	169.7574464	119.1422534	125.3355842	169.7574464	120.4732337	126.9887422	52679	1209911	837448
10-10-23	177.2182465	121.5106125	129.9910278	177.7996135	121.6867644	130.1430309	175.7648436	119.6315768	127.3497702	176.2493112	120.551521	127.3497702	29927	1585756	1324653
11-10-23	179.1561279	122.1761017	131.3401337	179.6405956	122.1761017	131.5491541	177.3151568	121.0017108	129.5539641	177.8965239	121.1583003	129.9339934	43287	1395145	1258359
12-10-23	181.7722626	122.9590302	129.8199921	181.9660467	123.4483609	132.3852261	179.253025	122.3131174	129.6489832	179.834392	122.5284167	131.9481939	26238	1142381	1010886
13-10-23	181.5784607	119.5728607	126.8177109	184.5821659	122.8415865	129.991015	180.5126408	119.2401119	126.8177109	181.6753601	122.5284151	129.8769946	49619	1944996	1311077
16-10-23	180.9002075	120.0426254	127.2167511	183.0318621	120.8842675	127.7678038	180.3188552	119.3379879	126.3426721	180.9002075	120.3753668	127.2927599	29744	1465985	851512
17-10-23	182.6443024	120.6885376	127.2737656	183.4194536	121.549757	128.2428447	179.7374965	119.1031033	125.9246282	180.4157482	120.4732309	126.9317334	29510	1355294	866079
18-10-23	180.9971161	118.5550537	123.8914413	182.8380872	120.3753647	125.6586052	180.9002166	118.5159064	122.5993214	182.6443031	120.140488	125.6586052	29601	1896412	1772980
19-10-23	177.7996368	124.5640335	123.3784027	179.5437234	126.9911098	123.8914437	175.9586656	122.5284158	122.2192944	179.446824	122.7632999	122.5233295	34036	3324993	997148
20-10-23	176.4431152	121.2757263	120.7751617	177.5089351	123.4679334	122.0862803	175.2803811	121.217009	120.5661413	176.6368993	122.4305471	121.9722744	29253	2974706	2003253
23-10-23	178.6716614	121.2757263	121.32621	181.4815826	121.9999412	121.9152743	177.1213738	119.8468815	120.3001207	177.6058414	121.1582917	121.2312027	37053	1393686	1238021
24-10-23	182.4505157	123.0764771	121.0791931	182.4505157	123.2722064	121.4592224	178.7685587	121.0017119	120.2811156	179.0592423	121.393178	120.9841785	41969	1593729	1085431
25-10-23	183.9039154	122.3326874	120.6231461	185.6480018	123.2917789	122.2382997	181.7722608	121.882504	119.9580875	183.1287642	122.8220181	121.1361943	47183	1216003	1566727
26-10-23	184.4852753	122.1173859	115.1506348	186.0355777	122.9981827	119.1980107	183.3225559	120.1992101	113.5164899	183.8070235	120.3753695	118.6659639	39966	1596137	3032359
27-10-23	180.415741	122.3522568	116.3097458	183.2256621	122.9590296	116.6327794	179.8343887	121.6280494	114.713598	182.9349785	122.5871409	115.6066829	31746	1346960	1589625
30-10-23	181.3846741	122.9198837	117.525856	183.7101275	123.4092145	118.2859291	180.4157388	122.1956763	116.879796	181.8691417	122.547995	117.4498545	32140	1096970	1024545
31-10-23	181.6753693	124.035553	118.7229767	182.9349881	124.0551304	119.0270045	175.9586569	122.5284134	116.9748185	181.5784698	123.0568915	117.8678962	64203	1283699	1080670
01-11-23	181.4815826	125.092514	119.2360153	183.6132373	125.5818523	119.8060665	180.2219638	123.409215	117.8868924	181.6753667	124.3878766	118.77997	87435	1122663	932681
02-11-23	177.1213684	127.3434219	121.2692032	182.7411959	128.0480594	122.8843495	175.7648502	125.5426885	120.2241081	181.7722606	125.7384178	121.0221783	71950	1857108	1504438
03-11-23	175.0866089	126.5213623	121.4212265	178.2840984	127.1281277	122.6183319	174.6021412	125.4448286	121.269209	177.2182636	126.7170916	121.8772646	25413	1791555	1335839
06-11-23	176.3462219	125.9733124	122.5423203	177.5089413	126.5409379	123.4734167	175.1835025	125.6797109	122.2002881	175.2803872	126.227759	122.5423203	22045	1106875	908392
07-11-23	175.2803955	128.9484406	122.447319	177.1213815	129.5552209	122.6943366	174.3114602	126.0320333	121.6112371	176.0555467	126.24734	122.1812956	21987	1574112	939947
08-11-23	177.2182465	130.3381348	123.4354019	178.6716493	130.3381348	124.0814691	174.6021243	128.0676478	121.1741956	174.6021243	128.4591064	121.5732307	26567	1951854	1417312
09-11-23	177.0244598	131.8452759	126.3616791	178.2840786	131.8452759	126.3806849	174.5052372	129.4181996	124.1764742	177.993395	129.6922236	124.2144858	21375	1364065	1248007
10-11-23	177.2182465	131.9822998	124.2714844	178.2840811	132.2367464	125.6586044	175.8617431	130.7491916	123.7964405	176.4431101	131.0427781	125.5825957	21750	1372330	1008072
13-11-23	181.4815826	132.5303345	126.266655	181.4815826	132.5303345	126.266655	178.1871938	131.4929557	124.2524736	178.1871938	131.962709	124.7085117	29916	1305444	876942
14-11-23	180.7064209	133.352417	129.743988	182.3536078	134.3898108	130.1430232	179.1561186	131.629978	126.0196456	181.481572	132.2367434	126.70371	31286	2062327	1599539
15-11-23	180.125061	134.3310699	131.9671936	182.4505146	134.3310699	133.1263019	179.5437087	132.3346071	130.5420619	180.6095287	132.7260657	130.8270911	33019	1470265	1593425
16-11-23	178.3809967	133.5285797	139.4918976	182.1598385	134.5659585	140.8220147	178.3809967	133.5285797	137.5537104	180.803335	133.7634489	139.6629064	32450	1428457	3277537
17-11-23	181.7722626	134.2919312	141.0500488	181.7722626	134.8204018	141.5630899	177.3151544	133.646011	138.9408526	178.2840897	133.7243057	140.308967	35111	1853622	2249398
20-11-23	182.5473938	136.9343109	140.2709656	183.7101279	137.1104777	141.5630856	180.9002068	134.2332106	139.3968865	181.7722574	134.2919279	141.5630856	26162	2041957	1438680
21-11-23	183.710144	136.4645538	140.2899628	184.4852805	137.5019326	142.2661471	181.0940068	136.151375	140.0239394	181.869158	136.5428485	141.0120243	27022	1771227	1491139
22-11-23	181.6753693	138.1478729	142.1901398	185.454211	139.0482398	142.6081807	181.6753693	136.7385979	140.3279614	183.5163404	136.7973152	140.3849643	29551	1901856	1361009
23-11-23	181.4815826	139.459259	142.1711426	182.644302	139.4983989	142.8362012	181.2877985	137.7563827	141.8861133	182.1598344	137.7563827	142.5131748	27035	1475812	766912
24-11-23	182.4505157	138.0695801	143.330246	183.9039187	138.8329349	143.5392664	181.5784651	137.5410945	142.1521319	182.0629328	138.5784883	142.3231552	22844	1387580	1081541
27-11-23	177.7027283	138.578476	142.7411957	183.1287719	138.8525	143.3492513	176.9275919	137.4236476	142.0571313	182.6443042	137.717249	142.5131694	29657	1298530	881056
28-11-23	179.5437012	139.4983978	143.8622894	180.1250534	139.5375526	144.109307	177.3151472	137.9716883	142.1521285	179.0592336	138.0891379	142.5701695	25092	1137430	912969
29-11-23	179.2530212	141.455719	145.2494202	180.51264	141.8667699	145.8764671	177.4120502	139.7137028	143.2922417	179.0592371	139.8507148	143.2922417	24972	1563184	1242786
30-11-23	176.7337952	142.3756714	146.3135223	179.8344	143.4913449	146.5985516	175.4741911	141.5144594	145.2874258	179.3499323	141.905918	145.3634345	101380	3859464	2336566
01-12-23	178.3809967	143.5696411	148.2136993	180.0281838	143.5892185	148.7077491	177.0244784	142.473545	146.4085383	177.4120614	143.2956171	146.5795471	30892	1880512	1479952
04-12-23	174.2145691	143.1977539	149.1447754	178.2840944	144.2155553	149.6198193	173.5363173	142.1799376	148.1186789	178.2840944	142.5518338	148.1946876	37660	1904647	1052482
05-12-23	176.6369019	144.0002594	150.8169403	178.8654559	144.1372714	151.7290165	173.148729	143.0215979	147.9286653	174.6021319	143.11947	148.9737677	46477	1677223	1587962
06-12-23	175.9586487	144.0002594	152.8881378	179.0592385	145.9380051	154.066252	174.9897134	143.7262354	151.0069679	177.121368	144.6461796	151.4060031	37089	1989051	1936825
07-12-23	173.4394226	143.9611206	153.4391785	179.0592504	144.1764273	153.8762252	173.4394226	142.9824591	152.3750848	175.9586604	143.1977658	152.3940761	59162	1320991	1222854
08-12-23	176.7337952	145.0180664	154.3132477	177.2182628	145.0180664	154.6552798	174.2145722	143.3934995	153.306157	175.7648599	143.6479462	153.4391687	58106	1871492	1590653
11-12-23	175.0866089	144.1959839	156.0994415	178.768566	145.3116574	156.2894562	174.1176736	142.4539676	153.4961955	176.4431272	144.7440319	153.8192219	35076	2568711	1367701
12-12-23	173.633194	144.1764069	155.6813965	173.633194	144.274264	157.5815722	169.4667694	141.7101759	154.9783263	172.4704746	142.9824387	156.5744814	69897	2031540	1445642
13-12-23	174.4083557	143.3739166	154.7503052	174.9897228	144.978921	156.1184339	173.4394204	142.982458	154.1992525	173.4394204	144.0393993	155.6813872	35572	1955034	1219567
14-12-23	170.4356995	139.4983978	157.5435638	175.377275	144.2938479	159.1967073	170.4356995	138.2261499	156.9354937	174.4083398	143.8240946	157.0875113	68462	3444351	2449105
15-12-23	171.1139679	138.4610291	158.4556427	173.3425071	139.8311642	159.8617686	170.3388168	137.7955464	158.2466222	170.7263849	139.4396906	158.2466222	78951	7148520	3856237
18-12-23	173.0518494	138.1869965	155.244339	173.3425181	138.9307887	158.3416345	171.1139788	137.756383	155.1683447	171.3077629	138.4610205	157.258535	37402	1300528	1368852
19-12-23	173.342514	138.2457275	159.5957336	174.6021328	139.7920146	159.6527366	172.5673776	138.089153	155.5293593	173.2456294	139.3614011	155.7383798	46266	1949578	1668823
20-12-23	174.2145691	136.2296753	160.6978607	174.6990367	138.0304088	161.2299076	172.9549503	136.0926633	159.3107261	173.7301014	137.5802329	160.0898051	33696	1741144	1394945
21-12-23	174.7959137	134.6442566	160.0707855	175.2803813	136.0339542	160.6978469	173.5363097	132.5694989	159.0636948	173.7300938	136.0339542	159.2157123	22129	1716032	1174083
22-12-23	174.505249	135.2901764	159.6907654	175.3772849	135.544623	160.2038064	174.4083496	134.3898096	159.0637039	174.9897167	135.4467509	159.4437478	13539	1186277	981828
27-12-23	174.4083557	136.8560181	160.3938293	175.1835069	137.3257863	160.8878646	173.342521	135.6033326	159.7857592	173.5363198	135.9360739	159.9567826	27545	1067219	752828
28-12-23	173.633194	136.6602936	160.0707855	174.9897122	137.5215205	160.9828762	173.633194	136.4449869	159.9377738	174.1176616	137.1104844	160.8118528	31065	925867	633466
29-12-23	173.633194	136.5037079	161.4389191	174.7959133	137.2083454	161.4389191	172.9549423	136.4058507	160.0707903	173.1487263	136.6798747	160.203802	21876	539498	571937
02-01-24	174.4083557	134.4093628	159.5007477	175.1835069	137.6976659	162.52202	173.8269886	133.6851629	158.075616	174.0207875	137.0126059	160.4888326	24695	1442435	1254579
03-01-24	175.3772736	134.1940613	154.2182617	175.3772736	135.6620535	159.462736	173.4394031	133.685168	153.2681739	173.6331872	134.0570493	159.462736	36117	1311703	1664875
04-01-24	179.9312744	133.5285797	154.3132477	180.3188574	134.8204051	155.301347	175.5710658	133.2741182	153.306157	175.7648498	133.9983331	154.5032623	33069	1114133	1135767
05-01-24	179.0592346	134.1549225	152.48909	180.1250545	134.6442532	152.6030959	178.7685511	131.5516793	150.2088851	179.2530187	131.9431528	151.4819992	15445	1171604	1410352
08-01-24	177.315155	135.8186493	152.755127	179.6405938	136.033956	153.3631826	176.9275868	134.037493	151.919045	178.8654574	134.0570555	152.1850684	49099	992579	827480
09-01-24	178.3809967	136.3079681	151.443985	182.5474067	136.8560162	152.9261341	178.2840973	134.4876572	150.5509147	178.4778814	136.073084	152.7931224	49971	1043679	1280311
10-01-24	179.8343964	139.009079	152.755127	181.2877993	139.0678112	152.9641474	178.4778781	136.6798747	151.4630069	181.0940004	136.8951814	152.2990888	39380	1619033	975033
11-01-24	178.7685547	138.8524933	152.641098	180.8033246	140.6728042	154.9593144	178.4778712	138.8524933	151.9380279	180.8033246	139.4005413	153.5721799	19927	1354264	1124272
12-01-24	183.8070068	141.7689209	154.9783173	183.9039063	141.7689209	155.3583611	178.7685467	139.4788563	153.8572206	178.7685467	139.4788563	154.123244	38891	1155152	1191478
15-01-24	171.9860077	141.4753113	153.8382111	174.5052453	142.0233594	155.7383866	169.7574536	140.8685459	153.6481964	174.0207776	141.0642752	155.4533574	102276	732435	655853
16-01-24	170.7263947	141.4948883	153.1161499	173.2456323	141.6319003	153.4011791	169.8543588	140.2030479	152.1280505	171.4046464	141.0251349	152.5080943	76833	966319	1038842
17-01-24	171.8891144	141.7297668	151.006958	173.1487332	141.7297668	151.6910224	169.8543591	140.3009145	149.9048527	170.0481432	140.5945159	150.64592	55482	1359745	1266568
18-01-24	169.1761017	144.117691	152.7931213	172.2766915	144.3525752	152.7931213	167.2382312	141.7493319	150.4368932	171.0170728	142.3952521	151.5199927	63618	1346568	1109187
19-01-24	165.6879272	145.7031403	152.9071198	170.0481359	145.9967268	154.009225	165.6879272	144.0785585	151.9000291	169.0792006	144.3525825	153.5341811	53684	1962585	1106912
22-01-24	167.6258087	147.1319733	155.244339	167.9164923	147.1319733	155.244339	164.8159022	145.8205704	153.952219	165.6879381	145.9184425	154.3892658	46672	1744799	915404
23-01-24	165.8817139	146.1728821	153.9522247	168.4009515	146.9753767	156.3844617	163.6531598	144.7048898	153.9522247	167.6258003	146.7992248	155.7003973	53326	1451296	991171
24-01-24	168.0133667	157.3296204	159.1397095	168.2071656	158.5235886	159.1397095	166.2692951	153.9825998	154.579285	166.2692951	156.3705363	154.579285	38884	5268147	1409738
25-01-24	166.7537689	157.3296204	158.8546753	169.3698912	158.9542021	159.1967075	166.7537689	154.2957786	156.8974968	168.4978406	156.2726641	158.4936518	35427	3408973	968833
26-01-24	167.1413269	156.5858459	159.4817352	168.4978303	156.9577421	159.9757849	166.5599599	154.3740762	157.3725392	167.916478	154.726395	158.835668	41134	2548387	1108405
29-01-24	169.7574615	158.5431671	158.9876862	170.3388286	158.7388964	159.2537096	167.5289074	155.9790787	157.9805954	167.5289074	155.9986412	158.9876862	41525	1669174	1003192
30-01-24	169.1761017	158.9541931	160.868866	171.986008	159.6001133	161.0398748	169.0792022	158.171261	159.7287491	170.0481375	158.582297	160.1087929	43292	1411612	1074767
31-01-24	170.0481415	157.3687744	158.3606262	171.404645	158.9737787	161.9709627	168.691638	156.8207264	158.0756115	169.1761056	158.1321292	160.3368106	50262	2021425	2124138
01-02-24	170.2419281	158.8367767	158.2466125	172.082914	158.8759166	158.8356623	170.048144	156.4292627	156.8974897	170.1450434	158.5040354	158.094595	48042	1471326	1190680
02-02-24	171.6953278	160.1481628	158.341629	172.5673784	162.3990872	159.576746	170.4357089	159.0520668	157.5055472	171.1139755	161.479143	159.576746	45143	2044525	1119321
05-02-24	167.3351135	161.0093842	156.4034424	171.6953221	161.1268187	158.6646559	167.04443	159.5218146	155.8904014	171.3077539	159.9328506	157.3535301	24927	1127795	960920
06-02-24	169.7574615	162.8492737	159.0257111	170.8232963	164.1606915	159.4247462	167.9164904	161.3225641	155.1493508	168.0133751	161.3617189	158.2846437	32704	1503647	1244538
07-02-24	169.8543549	164.4151306	159.7667694	171.0170742	164.5325652	160.7548544	169.3698872	162.203361	157.48655	170.1450384	162.7514091	159.1777051	28174	1544181	1440276
08-02-24	168.2071686	164.4151306	161.3059082	170.2419238	165.7852507	165.3152799	167.6258015	163.4951864	155.7193872	169.7574561	165.158908	155.8144018	18962	1209001	2644604
09-02-24	166.8506622	164.7283173	161.7358551	169.3699	165.4720947	162.8693236	165.5910433	163.3581821	160.8368901	168.3040652	164.0236798	162.3025968	24260	1478147	1784577
12-02-24	167.2382355	164.1802368	161.3645325	168.7885231	165.0806035	162.7716133	166.2693002	162.9079889	161.3645325	167.5289042	164.3172488	162.2048716	29277	1233518	814537
13-02-24	166.463089	159.2869415	159.937912	166.7537725	162.5948222	161.26682	165.2034701	157.0164546	158.3549535	166.6568731	162.5948222	161.26682	33550	2057512	1160445
14-02-24	171.5015411	161.3617096	161.2668152	171.5015411	161.6944509	161.2668152	166.8506489	159.3065145	158.687172	166.8506489	159.4239491	159.4493383	36830	1179352	885880
15-02-24	177.0244598	160.8723907	163.1820068	178.5747621	163.8279379	164.3350222	171.5015321	160.1285984	161.9117248	171.5984315	163.7692206	161.9117248	51908	1089783	1345994
16-02-24	178.5747833	161.5574493	165.3512573	179.3499345	161.8901907	166.0352508	176.6369127	159.9720224	163.6705791	176.9275962	161.4791546	163.8855506	32836	1707937	1764903
19-02-24	175.2803955	160.7353821	165.7030334	179.0592522	161.3812874	165.918005	174.2145755	159.9328724	163.8073837	178.9623527	160.0894619	165.2340115	20355	645852	910529
20-02-24	176.927597	159.5805359	164.8626862	177.7027335	161.0289507	165.4489748	174.8928269	158.9737706	164.1591458	175.4741941	160.5983522	164.8822331	18546	973697	874323
21-02-24	176.4431152	158.8171844	165.5466919	176.4431152	160.0111527	166.2111534	172.858043	158.2299816	164.7258997	176.3462158	159.5218219	164.7258997	29354	1086418	1078745
22-02-24	177.0244598	163.6517792	168.1654205	177.4120428	164.4542738	169.0839175	176.0555246	161.185548	165.8593747	176.3462081	161.9880576	167.0710161	21528	1980493	1553676
23-02-24	176.6369019	166.1767273	171.2922668	177.7027218	166.4507513	171.5463173	175.7648512	163.7300735	167.5400611	176.830686	163.8279307	168.02863	18397	1716818	1836700
26-02-24	178.9623413	169.3084412	170.9013977	179.1561254	169.6998998	171.2336359	175.4741832	165.6482417	169.9242599	176.346219	165.8831259	170.5300955	20188	1969921	1043062
27-02-24	177.0244598	171.0700378	172.582077	181.6753518	171.3244845	172.8361424	177.0244598	169.2497268	170.5105496	180.9002007	169.7781975	170.9600396	36145	1766566	1113339
28-02-24	178.2840881	168.4472198	175.7480011	178.4778722	170.815579	175.8847998	176.5400017	168.2514905	171.7026513	177.3151529	170.4241203	172.1325943	26649	1393703	1510378
29-02-24	177.2182465	169.1910095	178.7575989	178.7685487	169.895647	179.0116493	177.0244624	167.8600292	176.6274306	178.2840811	168.3102052	176.7642293	90933	2284190	2563666
01-03-24	177.4120483	169.6411896	177.1355438	178.4778682	171.1874766	180.6141521	175.4741779	167.9970453	176.5297231	177.9934006	170.4436992	180.2819288	28672	1776258	1342647
04-03-24	181.5784607	171.4810638	176.9401093	181.5784607	172.1074066	178.0149519	176.7337844	170.1696611	176.2756478	177.1213674	170.893861	176.607886	31827	1156868	787622
05-03-24	187.3920746	169.778183	174.4581757	188.7485928	172.6358726	176.3929192	182.2567295	169.778183	173.9500747	182.2567295	171.3244699	175.0249174	78214	1368352	1083975
06-03-24	177.2182465	171.5397949	175.8848114	190.880239	171.6572295	175.8848114	173.3425056	169.5041771	173.5983124	190.7833396	169.6999064	174.692702	120075	1774570	1457260
07-03-24	177.4120483	173.9864349	177.3895874	180.7064222	174.671495	178.014955	175.861746	170.9721558	174.047778	175.861746	170.9721558	174.3995482	52996	1630633	1070817
08-03-24	175.1835022	173.1643677	177.76091	178.3809916	174.1038744	178.4253715	173.5363152	172.7337542	177.0769165	178.090308	173.908145	177.5850324	60453	1433244	970398
11-03-24	171.5984497	169.8173523	176.4906311	177.6058457	172.4010181	176.4906311	171.5984497	168.6429614	173.813283	176.8306945	171.4614965	174.9076726	58111	1958225	944461
12-03-24	170.823288	173.2230835	178.5621643	172.7611585	173.3992354	178.7575889	168.9823021	169.7977683	175.0053834	171.1139715	172.0486927	177.0769107	81513	1618728	1103099
13-03-24	170.823288	171.7746735	179.6956329	173.6331943	173.1056537	180.1255759	170.823288	171.1091759	177.9172499	171.2108562	172.8707696	178.3667249	53948	1547290	966264
